Time,P(ex),S,SB
311915,4.12443e-054,0.970088,0.250853
312020,4.31341e-054,0.748449,0.250853
312125,4.51104e-054,0.343668,0.250853
312230,4.71773e-054,0.327882,0.250853
312332,4.92758e-054,0.173549,0.250853
312437,5.15336e-054,0.134218,0.250853
312542,5.38948e-054,0.344031,0.250853
312647,5.63642e-054,0.877768,0.250853
312754,5.8997e-054,0.409603,0.250853
312859,6.17002e-054,0.11959,0.250853
312964,6.45272e-054,0.743386,0.250853
313069,6.74837e-054,0.0457243,0.250853
313174,7.05758e-054,0.118261,0.250853
313279,7.38095e-054,0.20531,0.250853
313384,7.71913e-054,0.210425,0.250853
313489,8.07281e-054,0.376419,0.250853
313595,8.4463e-054,0.0779112,0.250853
313700,8.8333e-054,0.372247,0.250853
313805,9.23803e-054,0.96834,0.250853
313911,9.66542e-054,0.968726,0.250853
314016,1.01083e-053,0.708318,0.250853
314119,1.05624e-053,0.059004,0.250853
314231,1.10794e-053,0.86847,0.250853
314336,1.15871e-053,0.584182,0.250853
314441,1.2118e-053,0.27079,0.250853
314546,1.26732e-053,0.86976,0.250853
314651,1.32539e-053,0.754243,0.250853
314756,1.38611e-053,0.565412,0.250853
314861,1.44962e-053,0.841825,0.250853
314966,1.51604e-053,0.80332,0.250853
315071,1.58551e-053,0.173747,0.250853
315176,1.65815e-053,0.260093,0.250853
315281,1.73413e-053,0.759271,0.250853
315386,1.81358e-053,0.677896,0.250853
315491,1.89668e-053,0.0642447,0.250853
315600,1.98697e-053,0.97981,0.250853
315705,2.07801e-053,0.951444,0.250853
315810,2.17322e-053,0.281876,0.250853
315915,2.27279e-053,0.536628,0.250853
316021,2.37794e-053,0.471004,0.250853
316126,2.4869e-053,0.0322982,0.250853
316227,2.61197e-053,0.903878,0.250853
316332,2.71537e-053,0.825404,0.250853
316437,2.83979e-053,0.175203,0.250853
316542,2.9699e-053,0.586018,0.250853
316647,3.10598e-053,0.769286,0.250853
316752,3.24829e-053,0.163717,0.250853
316858,3.39858e-053,0.78613,0.250853
316963,3.55429e-053,0.339108,0.250853
317071,3.72191e-053,0.249346,0.250853
317172,3.8858e-053,0.344925,0.250853
317277,4.06385e-053,0.273928,0.250853
317382,4.25005e-053,0.586139,0.250853
317487,4.44478e-053,0.722993,0.250853
317592,4.64843e-053,0.350079,0.250853
317697,4.86142e-053,0.146581,0.250853
317811,5.10372e-053,0.810748,0.250853
317916,5.33757e-053,0.351238,0.250853
318021,5.58213e-053,0.502802,0.250853
318130,5.84786e-053,0.379398,0.250853
318235,6.11581e-053,0.0126694,0.250853
318340,6.39602e-053,0.311458,0.250853
318446,6.69194e-053,0.153607,0.250853
318551,6.99855e-053,0.252385,0.250853
318656,7.31922e-053,0.689403,0.250853
318761,7.65457e-053,0.297796,0.250853
318866,8.0053e-053,0.142354,0.250853
318971,8.37209e-053,0.578081,0.250853
319076,8.75569e-053,0.74132,0.250853
319181,9.15686e-053,0.522396,0.250853
319286,9.57641e-053,0.468515,0.250853
319391,1.00152e-052,0.831935,0.250853
319496,1.04741e-052,0.542164,0.250853
319603,1.09633e-052,0.177549,0.250853
319708,1.14657e-052,0.70853,0.250853
319813,1.1991e-052,0.50357,0.250853
319918,1.25404e-052,0.955699,0.250853
320023,1.3115e-052,0.299126,0.250853
320128,1.37159e-052,0.611662,0.250853
320233,1.43444e-052,0.402081,0.250853
320338,1.50016e-052,0.666324,0.250853
320443,1.56889e-052,0.171903,0.250853
320544,1.6478e-052,0.874114,0.250853
320649,1.71303e-052,0.845645,0.250853
320754,1.79152e-052,0.0896691,0.250853
320859,1.87361e-052,0.106407,0.250853
320964,1.95945e-052,0.732051,0.250853
321069,2.04923e-052,0.542614,0.250853
321174,2.14312e-052,0.0227377,0.250853
321279,2.24132e-052,0.625761,0.250853
321384,2.34401e-052,0.560553,0.250853
321489,2.45141e-052,0.0469781,0.250853
321594,2.56373e-052,0.822718,0.250853
321700,2.68235e-052,0.210059,0.250853
321808,2.80884e-052,0.143211,0.250853
321913,2.93754e-052,0.271161,0.250853
322018,3.07213e-052,0.689091,0.250853
322130,3.2225e-052,0.0354817,0.250853
322235,3.37015e-052,0.954181,0.250853
322340,3.52457e-052,0.841576,0.250853
322445,3.68606e-052,0.747415,0.250853
322550,3.85495e-052,0.510619,0.250853
322655,4.03158e-052,0.0926298,0.250853
322760,4.2163e-052,0.750468,0.250853
322865,4.40949e-052,0.832159,0.250853
322970,4.61152e-052,0.605325,0.250853
323083,4.83931e-052,0.682948,0.250853
323190,5.06536e-052,0.0335955,0.250853
323295,5.29745e-052,0.409193,0.250853
323400,5.54017e-052,0.249722,0.250853
323505,5.79401e-052,0.344413,0.250853
323610,6.05949e-052,0.782076,0.250853
323715,6.33712e-052,0.375109,0.250853
323820,6.62748e-052,0.398024,0.250853
323930,6.94595e-052,0.205604,0.250853
324035,7.2642e-052,0.356275,0.250853
324140,7.59704e-052,0.199986,0.250853
324246,7.94851e-052,0.982721,0.250853
324351,8.3127e-052,0.93904,0.250853
324457,8.69729e-052,0.0801057,0.250853
324562,9.09579e-052,0.0599404,0.250853
324667,9.51255e-052,0.0442697,0.250853
324772,9.9484e-052,0.0213178,0.250853
324877,1.04042e-051,0.544799,0.250853
324982,1.08809e-051,0.41596,0.250853
325087,1.13795e-051,0.0226816,0.250853
325193,1.19059e-051,0.281847,0.250853
325298,1.24515e-051,0.739855,0.250853
325404,1.30275e-051,0.138066,0.250853
325509,1.36244e-051,0.923001,0.250853
325614,1.42487e-051,0.221706,0.250853
325719,1.49015e-051,0.260214,0.250853
325824,1.55843e-051,0.294889,0.250853
325929,1.62984e-051,0.696629,0.250853
326034,1.70451e-051,0.765631,0.250853
326142,1.7849e-051,0.528208,0.250853
326247,1.86668e-051,0.317364,0.250853
326354,1.95387e-051,0.0542912,0.250853
326459,2.0434e-051,0.402146,0.250853
326568,2.14067e-051,0.194299,0.250853
326673,2.23875e-051,0.707749,0.250853
326778,2.34133e-051,0.861324,0.250853
326882,2.44756e-051,0.1243,0.250853
326987,2.55971e-051,0.61095,0.250853
327092,2.67699e-051,0.362486,0.250853
327205,2.80922e-051,0.0930858,0.250853
327317,2.94672e-051,0.0408229,0.250853
327422,3.08174e-051,0.843562,0.250853
327527,3.22294e-051,0.969864,0.250853
327632,3.37061e-051,0.662155,0.250853
327737,3.52504e-051,0.567253,0.250853
327843,3.68813e-051,0.255924,0.250853
327948,3.85712e-051,0.21683,0.250853
328053,4.03384e-051,0.323691,0.250853
328158,4.21867e-051,0.625985,0.250853
328263,4.41196e-051,0.418122,0.250853
328368,4.61411e-051,0.412908,0.250853
328473,4.82553e-051,0.750092,0.250853
328578,5.04663e-051,0.353,0.250853
328684,5.28011e-051,0.154717,0.250853
328789,5.52203e-051,0.448425,0.250853
328894,5.77505e-051,0.190946,0.250853
329006,6.05772e-051,0.346237,0.250853
329112,6.33798e-051,0.351669,0.250853
329217,6.62838e-051,0.372127,0.250853
329321,6.92912e-051,0.472945,0.250853
329426,7.2466e-051,0.240275,0.250853
329531,7.57863e-051,0.619701,0.250853
329636,7.92588e-051,0.532102,0.250853
329741,8.28903e-051,0.20202,0.250853
329846,8.66882e-051,0.511079,0.250853
329954,9.07763e-051,0.602445,0.250853
330059,9.49355e-051,0.691234,0.250853
330163,9.9243e-051,0.0632236,0.250853
330268,1.0379e-050,0.891301,0.250853
330374,1.08592e-050,0.456221,0.250853
330480,1.13616e-050,0.559719,0.250853
330585,1.18822e-050,0.231723,0.250853
330686,1.24797e-050,0.75066,0.250853
330787,1.30293e-050,0.255073,0.250853
330923,1.35451e-050,0.76426,0.250853
331028,1.43544e-050,0.13461,0.250853
331133,1.5012e-050,0.501458,0.250853
331256,1.55068e-050,0.250853,0.250853
331361,1.65458e-050,0.149906,0.250853
331466,1.73039e-050,0.314479,0.250853
331571,1.80968e-050,0.0798331,0.250853
331682,1.89744e-050,0.158459,0.250853
331787,1.98438e-050,0.549133,0.250853
331892,2.0753e-050,0.317429,0.250853
331997,2.17039e-050,0.617678,0.250853
332101,2.26887e-050,0.407565,0.250853
332206,2.37283e-050,0.858063,0.250853
332311,2.48154e-050,0.392133,0.250853
332416,2.59525e-050,0.217349,0.250853
332521,2.71416e-050,0.488155,0.250853
332626,2.83852e-050,0.777895,0.250853
332732,2.96857e-050,0.597819,0.250853
332839,3.10857e-050,0.106879,0.250853
332942,3.24822e-050,0.278528,0.250853
333046,3.3956e-050,0.0455494,0.250853
333151,3.55118e-050,0.0458358,0.250853
333256,3.7139e-050,0.133238,0.250853
333368,3.89568e-050,0.534561,0.250853
333473,4.07417e-050,0.209174,0.250853
333578,4.26085e-050,0.879276,0.250853
333683,4.45607e-050,0.154919,0.250853
333788,4.66024e-050,0.347308,0.250853
333893,4.87377e-050,0.784814,0.250853
334007,5.11669e-050,0.821726,0.250853
334112,5.35113e-050,0.00021123,0.250853
334217,5.59631e-050,0.786456,0.250853
334322,5.85273e-050,0.305535,0.250853
334427,6.12089e-050,0.0836127,0.250853
334534,6.36594e-050,0.636946,0.250853
334639,6.70036e-050,0.929202,0.250853
334744,7.00736e-050,0.36854,0.250853
334850,7.28168e-050,0.499843,0.250853
334951,7.70026e-050,0.246455,0.250853
335052,8.03935e-050,0.693337,0.250853
335154,8.34694e-050,0.624172,0.250853
335259,8.72938e-050,0.488874,0.250853
335364,9.12935e-050,0.362848,0.250853
335469,9.54765e-050,0.674573,0.250853
335574,9.98511e-050,0.377638,0.250853
335679,1.04426e-049,0.37665,0.250853
335784,1.09211e-049,0.347793,0.250853
335889,1.14215e-049,0.848165,0.250853
335994,1.19448e-049,0.540133,0.250853
336099,1.24921e-049,0.532332,0.250853
336204,1.30644e-049,0.921372,0.250853
336309,1.3663e-049,0.719178,0.250853
336414,1.42891e-049,0.658385,0.250853
336519,1.49438e-049,0.51372,0.250853
336622,1.56151e-049,0.971505,0.250853
336727,1.63306e-049,0.121333,0.250853
336831,1.70716e-049,0.954347,0.250853
336932,1.79301e-049,0.127298,0.250853
337037,1.864e-049,0.812752,0.250853
337142,1.9494e-049,0.636429,0.250853
337247,2.03872e-049,0.691662,0.250853
337352,2.13213e-049,0.091204,0.250853
337457,2.22982e-049,0.275565,0.250853
337566,2.33598e-049,0.629424,0.250853
337671,2.44301e-049,0.494053,0.250853
337776,2.55494e-049,0.276439,0.250853
337881,2.67201e-049,0.75821,0.250853
337986,2.79443e-049,0.0528461,0.250853
338092,2.92372e-049,0.479381,0.250853
338197,3.05768e-049,0.485662,0.250853
338302,3.19778e-049,0.606034,0.250853
338407,3.3443e-049,0.596742,0.250853
338514,3.50051e-049,0.66437,0.250853
338619,3.6609e-049,0.298077,0.250853
338724,3.82864e-049,0.990747,0.250853
338829,4.00406e-049,0.299731,0.250853
338934,4.18752e-049,0.70024,0.250853
339048,4.39624e-049,0.324317,0.250853
339158,4.60749e-049,0.423214,0.250853
339263,4.8186e-049,0.515715,0.250853
339368,5.03938e-049,0.343157,0.250853
339473,5.27028e-049,0.784721,0.250853
339583,5.52352e-049,0.217069,0.250853
339689,5.77907e-049,0.60555,0.250853
339794,6.04386e-049,0.653714,0.250853
339899,6.32078e-049,0.689182,0.250853
340004,6.61039e-049,0.55103,0.250853
340109,6.91327e-049,0.769401,0.250853
340220,7.24856e-049,0.35786,0.250853
340325,7.58068e-049,0.819117,0.250853
340426,7.96192e-049,0.866207,0.250853
340531,8.27713e-049,0.0304003,0.250853
340632,8.69339e-049,0.107542,0.250853
340733,9.07621e-049,0.583662,0.250853
340838,9.43554e-049,0.706347,0.250853
340943,9.86786e-049,0.623922,0.250853
341049,1.032e-048,0.254784,0.250853
341154,1.07974e-048,0.703002,0.250853
341259,1.12922e-048,0.978596,0.250853
341364,1.18096e-048,0.0625887,0.250853
341467,1.23401e-048,0.862595,0.250853
341588,1.28232e-048,0.497405,0.250853
341693,1.35893e-048,0.417291,0.250853
341798,1.42119e-048,0.799789,0.250853
341903,1.48631e-048,0.948105,0.250853
342012,1.55707e-048,0.284918,0.250853
342118,1.62911e-048,0.250196,0.250853
342255,1.70448e-048,0.878172,0.250853
342356,1.81403e-048,0.987618,0.250853
342461,1.88585e-048,0.293087,0.250853
342562,1.98069e-048,0.0691465,0.250853
342667,2.0591e-048,0.536107,0.250853
342772,2.15345e-048,0.735846,0.250853
342877,2.25212e-048,0.584599,0.250853
342978,2.36538e-048,0.666376,0.250853
343079,2.46954e-048,0.375924,0.250853
343184,2.56731e-048,0.910586,0.250853
343289,2.68494e-048,0.354865,0.250853
343401,2.81636e-048,0.702025,0.250853
343506,2.9454e-048,0.46972,0.250853
343617,3.08825e-048,0.499916,0.250853
343735,3.20914e-048,0.252028,0.250853
343840,3.39652e-048,0.0519386,0.250853
343945,3.55214e-048,0.999979,0.250853
344050,3.7149e-048,0.409526,0.250853
344151,3.90172e-048,0.936762,0.250853
344256,4.05619e-048,0.985031,0.250853
344361,4.24204e-048,0.048085,0.250853
344466,4.43641e-048,0.73243,0.250853
344571,4.63968e-048,0.876581,0.250853
344676,4.85226e-048,0.0309122,0.250853
344777,5.06593e-048,0.221616,0.250853
344882,5.29804e-048,0.783034,0.250853
345018,5.54079e-048,0.250161,0.250853
345123,5.87182e-048,0.449607,0.250853
345277,6.02408e-048,0.831375,0.250853
345382,6.5579e-048,0.0701421,0.250853
345487,6.85838e-048,0.908656,0.250853
345600,7.17568e-048,0.453137,0.250853
345705,7.52691e-048,0.0618426,0.250853
345810,7.87178e-048,0.699617,0.250853
345916,8.23597e-048,0.809998,0.250853
346021,8.61333e-048,0.821317,0.250853
346127,9.01183e-048,0.159233,0.250853
346228,9.46503e-048,0.188701,0.250853
346329,9.88183e-048,0.448835,0.250853
346430,1.0317e-047,0.8546,0.250853
346531,1.07713e-047,0.798357,0.250853
346632,1.12456e-047,0.959451,0.250853
346737,1.16908e-047,0.627112,0.250853
346842,1.22265e-047,0.439838,0.250853
346943,1.28414e-047,0.0394063,0.250853
347048,1.33498e-047,0.908411,0.250853
347153,1.39614e-047,0.798912,0.250853
347258,1.46011e-047,0.00873174,0.250853
347363,1.52701e-047,0.848895,0.250853
347464,1.60381e-047,0.0487295,0.250853
347569,1.6673e-047,0.713975,0.250853
347674,1.74369e-047,0.417914,0.250853
347779,1.82359e-047,0.301603,0.250853
347884,1.90714e-047,0.999758,0.250853
347989,1.99453e-047,0.906964,0.250853
348094,2.08591e-047,0.106838,0.250853
348199,2.18149e-047,0.011758,0.250853
348300,2.29119e-047,0.867454,0.250853
348403,2.37987e-047,0.394885,0.250853
348510,2.49104e-047,0.574353,0.250853
348615,2.60517e-047,0.0802186,0.250853
348720,2.72454e-047,0.748098,0.250853
348821,2.86156e-047,0.486111,0.250853
348926,2.97485e-047,0.228982,0.250853
349031,3.11115e-047,0.556533,0.250853
349136,3.2537e-047,0.779344,0.250853
349241,3.40278e-047,0.631128,0.250853
349346,3.55869e-047,0.078921,0.250853
349451,3.72175e-047,0.912476,0.250853
349556,3.89227e-047,0.686099,0.250853
349661,4.07061e-047,0.11081,0.250853
349766,4.25712e-047,0.0331633,0.250853
349871,4.45217e-047,0.227144,0.250853
349977,4.65815e-047,0.70755,0.250853
350078,4.89241e-047,0.0215623,0.250853
350183,5.08611e-047,0.236232,0.250853
350288,5.31915e-047,0.757478,0.250853
350389,5.55338e-047,0.099906,0.250853
350494,5.80782e-047,0.0127897,0.250853
350600,6.07652e-047,0.425128,0.250853
350705,6.35494e-047,0.855059,0.250853
350812,6.65179e-047,0.57287,0.250853
350917,6.95657e-047,0.018178,0.250853
351022,7.27531e-047,0.923617,0.250853
351128,7.6119e-047,0.910681,0.250853
351234,7.96406e-047,0.770411,0.250853
351339,8.32897e-047,0.875667,0.250853
351445,8.71431e-047,0.617696,0.250853
351550,9.11358e-047,0.608218,0.250853
351655,9.53116e-047,0.829766,0.250853
351760,9.96786e-047,0.837645,0.250853
351865,1.04246e-046,0.18184,0.250853
351970,1.09022e-046,0.899442,0.250853
352075,1.14017e-046,0.762788,0.250853
352180,1.19242e-046,0.555151,0.250853
352281,1.25238e-046,0.17585,0.250853
352382,1.30753e-046,0.800664,0.250853
352493,1.36278e-046,0.00385123,0.250853
352594,1.43132e-046,0.293977,0.250853
352699,1.48798e-046,0.693583,0.250853
352804,1.55616e-046,0.964909,0.250853
352909,1.62746e-046,0.603289,0.250853
353014,1.70203e-046,0.0308624,0.250853
353119,1.78001e-046,0.458641,0.250853
353224,1.86157e-046,0.633979,0.250853
353329,1.94687e-046,0.36189,0.250853
353434,2.03607e-046,0.0375249,0.250853
353539,2.12936e-046,0.333186,0.250853
353644,2.22692e-046,0.859287,0.250853
353753,2.33294e-046,0.156147,0.250853
353859,2.44087e-046,0.375145,0.250853
353964,2.55271e-046,0.719223,0.250853
354069,2.66967e-046,0.404037,0.250853
354175,2.79318e-046,0.886674,0.250853
354280,2.92116e-046,0.574226,0.250853
354385,3.055e-046,0.564245,0.250853
354490,3.19498e-046,0.650608,0.250853
354595,3.34137e-046,0.504926,0.250853
354700,3.49447e-046,0.745823,0.250853
354805,3.65458e-046,0.732069,0.250853
354910,3.82203e-046,0.73485,0.250853
355016,3.99885e-046,0.140026,0.250853
355128,4.19458e-046,0.874432,0.250853
355233,4.38677e-046,0.848505,0.250853
355339,4.58973e-046,0.222337,0.250853
355444,4.80002e-046,0.322125,0.250853
355545,5.04142e-046,0.448727,0.250853
355653,5.24548e-046,0.935368,0.250853
355758,5.48817e-046,0.270018,0.250853
355863,5.73963e-046,0.627808,0.250853
355968,6.00261e-046,0.366639,0.250853
356076,6.28568e-046,0.235587,0.250853
356181,6.57368e-046,0.447712,0.250853
356290,6.88662e-046,0.362839,0.250853
356395,7.20216e-046,0.578288,0.250853
356500,7.53215e-046,0.207582,0.250853
356605,7.87727e-046,0.79903,0.250853
356707,8.22765e-046,0.812628,0.250853
356812,8.60463e-046,0.424951,0.250853
356918,9.00273e-046,0.0348786,0.250853
357023,9.41522e-046,0.417812,0.250853
357128,9.84661e-046,0.138744,0.250853
357233,1.02978e-045,0.694038,0.250853
357338,1.07696e-045,0.692408,0.250853
357443,1.12631e-045,0.734012,0.250853
357548,1.17791e-045,0.445731,0.250853
357653,1.23188e-045,0.934364,0.250853
357758,1.28832e-045,0.387909,0.250853
357863,1.34735e-045,0.758526,0.250853
357964,1.41511e-045,0.286395,0.250853
358096,1.46863e-045,0.688748,0.250853
358201,1.55637e-045,0.64438,0.250853
358306,1.62768e-045,0.0297062,0.250853
358410,1.70153e-045,0.0876964,0.250853
358515,1.77949e-045,0.532412,0.250853
358620,1.86103e-045,0.383491,0.250853
358725,1.9463e-045,0.00868286,0.250853
358830,2.03547e-045,0.592571,0.250853
358935,2.12874e-045,0.983059,0.250853
359040,2.22627e-045,0.938742,0.250853
359145,2.32828e-045,0.835608,0.250853
359250,2.43496e-045,0.786866,0.250853
359355,2.54652e-045,0.101955,0.250853
359460,2.6632e-045,0.583407,0.250853
359569,2.78998e-045,0.393602,0.250853
359675,2.91906e-045,0.990162,0.250853
359780,3.05281e-045,0.783999,0.250853
359892,3.20224e-045,0.378057,0.250853
359997,3.34896e-045,0.362233,0.250853
360102,3.5024e-045,0.728794,0.250853
360207,3.66288e-045,0.225147,0.250853
360312,3.83071e-045,0.674979,0.250853
360417,4.00622e-045,0.81471,0.250853
360522,4.18978e-045,0.884563,0.250853
360627,4.38175e-045,0.906971,0.250853
360732,4.58252e-045,0.675451,0.250853
360837,4.79249e-045,0.891603,0.250853
360942,5.01207e-045,0.59318,0.250853
361047,5.24172e-045,0.294568,0.250853
361152,5.48189e-045,0.721653,0.250853
361257,5.73306e-045,0.218196,0.250853
361367,6.00854e-045,0.673913,0.250853
361472,6.28385e-045,0.475223,0.250853
361577,6.57177e-045,0.0712505,0.250853
361682,6.87288e-045,0.181404,0.250853
361787,7.18778e-045,0.960365,0.250853
361892,7.51712e-045,0.00357929,0.250853
362001,7.87497e-045,0.594466,0.250853
362106,8.23579e-045,0.302896,0.250853
362211,8.61314e-045,0.165385,0.250853
362318,9.01547e-045,0.51799,0.250853
362423,9.42855e-045,0.204334,0.250853
362524,9.90272e-045,0.471848,0.250853
362625,1.03388e-044,0.427268,0.250853
362730,1.07481e-044,0.175143,0.250853
362835,1.12406e-044,0.742091,0.250853
362940,1.17556e-044,0.834119,0.250853
363045,1.22942e-044,0.501734,0.250853
363150,1.28575e-044,0.702155,0.250853
363251,1.35041e-044,0.503619,0.250853
363356,1.40388e-044,0.0623586,0.250853
363461,1.4682e-044,0.740623,0.250853
363576,1.54204e-044,0.821432,0.250853
363685,1.61545e-044,0.128419,0.250853
363790,1.68946e-044,0.751845,0.250853
363900,1.77065e-044,0.515535,0.250853
364005,1.85177e-044,0.485987,0.250853
364110,1.93662e-044,0.0759629,0.250853
364216,2.02622e-044,0.0647023,0.250853
364321,2.11906e-044,0.366061,0.250853
364426,2.21615e-044,0.104137,0.250853
364531,2.31769e-044,0.687427,0.250853
364636,2.42388e-044,0.0490323,0.250853
364741,2.53494e-044,0.850726,0.250853
364846,2.65109e-044,0.710232,0.250853
364952,2.77374e-044,0.721871,0.250853
365057,2.90083e-044,0.341773,0.250853
365162,3.03374e-044,0.526603,0.250853
365267,3.17275e-044,0.875885,0.250853
365373,3.31953e-044,0.147566,0.250853
365482,3.47756e-044,0.660698,0.250853
365587,3.6369e-044,0.37467,0.250853
365692,3.80353e-044,0.490133,0.250853
365797,3.97781e-044,0.751409,0.250853
365902,4.16007e-044,0.823522,0.250853
366007,4.35067e-044,0.909131,0.250853
366112,4.55002e-044,0.408642,0.250853
366217,4.75849e-044,0.412573,0.250853
366322,4.97652e-044,0.50296,0.250853
366427,5.20454e-044,0.269289,0.250853
366532,5.443e-044,0.759516,0.250853
366637,5.69239e-044,0.311567,0.250853
366742,5.95321e-044,0.000287987,0.250853
366847,6.22598e-044,0.939363,0.250853
366952,6.51125e-044,0.969242,0.250853
367057,6.80958e-044,0.0936622,0.250853
367158,7.15204e-044,0.562871,0.250853
367263,7.43519e-044,0.907026,0.250853
367369,7.77918e-044,0.57953,0.250853
367474,8.13561e-044,0.106797,0.250853
367576,8.49749e-044,0.563195,0.250853
367681,8.88683e-044,0.201717,0.250853
367786,9.29402e-044,0.101911,0.250853
367888,9.70742e-044,0.238647,0.250853
367989,1.01349e-043,0.265614,0.250853
368094,1.05993e-043,0.357769,0.250853
368200,1.10896e-043,0.782114,0.250853
368305,1.15977e-043,0.188578,0.250853
368410,1.21291e-043,0.910114,0.250853
368515,1.26849e-043,0.928022,0.250853
368629,1.33171e-043,0.305761,0.250853
368739,1.3957e-043,0.898939,0.250853
368844,1.45965e-043,0.757417,0.250853
368949,1.52653e-043,0.039835,0.250853
369056,1.59784e-043,0.685,0.250853
369161,1.67105e-043,0.666271,0.250853
369271,1.75135e-043,0.194505,0.250853
369376,1.83159e-043,0.138848,0.250853
369481,1.91551e-043,0.917726,0.250853
369586,2.00328e-043,0.284862,0.250853
369691,2.09507e-043,0.375847,0.250853
369796,2.19106e-043,0.156497,0.250853
369901,2.29145e-043,0.981514,0.250853
370008,2.39849e-043,0.827213,0.250853
370113,2.50838e-043,0.423706,0.250853
370218,2.62332e-043,0.415334,0.250853
370325,2.74585e-043,0.963235,0.250853
370434,2.87657e-043,0.614055,0.250853
370539,3.00837e-043,0.187821,0.250853
370644,3.14621e-043,0.391299,0.250853
370749,3.29037e-043,0.940869,0.250853
370854,3.44113e-043,0.892118,0.250853
370964,3.60648e-043,0.93887,0.250853
371076,3.78301e-043,0.0356302,0.250853
371181,3.95634e-043,0.136299,0.250853
371286,4.13761e-043,0.373688,0.250853
371391,4.32719e-043,0.858354,0.250853
371496,4.52546e-043,0.557765,0.250853
371601,4.73281e-043,0.586324,0.250853
371706,4.94966e-043,0.1062,0.250853
371811,5.17645e-043,0.946294,0.250853
371916,5.41363e-043,0.865814,0.250853
372021,5.66167e-043,0.985728,0.250853
372126,5.92108e-043,0.754749,0.250853
372231,6.19238e-043,0.0240123,0.250853
372339,6.4844e-043,0.124039,0.250853
372444,6.7815e-043,0.856174,0.250853
372549,7.09222e-043,0.719677,0.250853
372654,7.41718e-043,0.386048,0.250853
372759,7.75703e-043,0.565304,0.250853
372866,8.11937e-043,0.396727,0.250853
372971,8.49139e-043,0.642174,0.250853
373076,8.88045e-043,0.0628106,0.250853
373177,9.2715e-043,0.721768,0.250853
373282,9.69631e-043,0.00724176,0.250853
373388,1.01449e-042,0.842694,0.250853
373493,1.06097e-042,0.598581,0.250853
373598,1.10959e-042,0.406062,0.250853
373703,1.16043e-042,0.127467,0.250853
373808,1.2136e-042,0.814771,0.250853
373914,1.26974e-042,0.976267,0.250853
374019,1.32792e-042,0.167203,0.250853
374124,1.38876e-042,0.26745,0.250853
374229,1.45239e-042,0.375407,0.250853
374334,1.51894e-042,0.305014,0.250853
374439,1.58854e-042,0.322159,0.250853
374544,1.66132e-042,0.116041,0.250853
374650,1.73818e-042,0.405345,0.250853
374755,1.81782e-042,0.763513,0.250853
374860,1.90112e-042,0.634235,0.250853
374961,1.99672e-042,0.220837,0.250853
375066,2.07577e-042,0.08332,0.250853
375172,2.17181e-042,0.116808,0.250853
375273,2.28103e-042,0.892436,0.250853
375378,2.37134e-042,0.23913,0.250853
375483,2.47999e-042,0.559444,0.250853
375588,2.59362e-042,0.656276,0.250853
375693,2.71245e-042,0.540662,0.250853
375798,2.83674e-042,0.972069,0.250853
375903,2.96671e-042,0.469985,0.250853
376008,3.10264e-042,0.949619,0.250853
376113,3.2448e-042,0.876157,0.250853
376218,3.39347e-042,0.549367,0.250853
376323,3.54896e-042,0.749203,0.250853
376428,3.71157e-042,0.32252,0.250853
376533,3.88163e-042,0.313632,0.250853
376638,4.05948e-042,0.330072,0.250853
376743,4.24548e-042,0.881179,0.250853
376848,4.44e-042,0.58221,0.250853
376953,4.64343e-042,0.533411,0.250853
377059,4.85826e-042,0.721303,0.250853
377164,5.08086e-042,0.626349,0.250853
377269,5.31366e-042,0.875296,0.250853
377378,5.56662e-042,0.381334,0.250853
377483,5.82167e-042,0.440582,0.250853
377588,6.08841e-042,0.831491,0.250853
377696,6.37553e-042,0.717742,0.250853
377802,6.67049e-042,0.334767,0.250853
377907,6.97613e-042,0.790639,0.250853
378011,7.29265e-042,0.381295,0.250853
378116,7.62679e-042,0.581323,0.250853
378221,7.97624e-042,0.327736,0.250853
378327,8.34526e-042,0.944999,0.250853
378432,8.72763e-042,0.0820692,0.250853
378537,9.12752e-042,0.406408,0.250853
378642,9.54573e-042,0.524413,0.250853
378747,9.9831e-042,0.0793611,0.250853
378852,1.04405e-041,0.673384,0.250853
378957,1.09189e-041,0.688294,0.250853
379062,1.14192e-041,0.996573,0.250853
379163,1.19934e-041,0.0113417,0.250853
379268,1.24683e-041,0.45547,0.250853
379373,1.30396e-041,0.701386,0.250853
379478,1.3637e-041,0.208029,0.250853
379579,1.43228e-041,0.251324,0.250853
379684,1.48899e-041,0.189896,0.250853
379789,1.55721e-041,0.231945,0.250853
379894,1.62856e-041,0.478472,0.250853
379999,1.70318e-041,0.459006,0.250853
380104,1.78121e-041,0.313977,0.250853
380219,1.87079e-041,0.340336,0.250853
380324,1.95651e-041,0.513992,0.250853
380429,2.04615e-041,0.329058,0.250853
380534,2.13991e-041,0.71267,0.250853
380640,2.23891e-041,0.20925,0.250853
380745,2.34149e-041,0.338916,0.250853
380850,2.44878e-041,0.12493,0.250853
380955,2.56098e-041,0.635654,0.250853
381060,2.67832e-041,0.926326,0.250853
381165,2.80103e-041,0.485235,0.250853
381270,2.92937e-041,0.668723,0.250853
381376,3.0649e-041,0.16727,0.250853
381481,3.20533e-041,0.202234,0.250853
381586,3.3522e-041,0.104589,0.250853
381691,3.50579e-041,0.259964,0.250853
381796,3.66642e-041,0.857508,0.250853
