Time,P(ex),S,SB
68940,3.91151e-099,0.498636,0.250853
69041,4.10822e-099,0.495606,0.250853
69146,4.27087e-099,0.190982,0.250853
69251,4.46656e-099,0.536084,0.250853
69359,4.67719e-099,0.458621,0.250853
69474,4.91241e-099,0.18764,0.250853
69579,5.13749e-099,0.262731,0.250853
69684,5.37288e-099,0.0784527,0.250853
69790,5.62146e-099,0.191168,0.250853
69895,5.87902e-099,0.263375,0.250853
70001,6.15102e-099,0.658251,0.250853
70106,6.43285e-099,0.828045,0.250853
70214,6.73621e-099,0.0137275,0.250853
70319,7.04485e-099,0.526211,0.250853
70424,7.36764e-099,0.423815,0.250853
70529,7.70522e-099,0.808716,0.250853
70630,8.04452e-099,0.675068,0.250853
70735,8.41311e-099,0.907542,0.250853
70840,8.79858e-099,0.207891,0.250853
70945,9.20172e-099,0.260485,0.250853
71056,9.648e-099,0.206969,0.250853
71161,1.00901e-098,0.0300982,0.250853
71262,1.05975e-098,0.519511,0.250853
71367,1.10171e-098,0.59764,0.250853
71474,1.15317e-098,0.774914,0.250853
71581,1.20703e-098,0.976971,0.250853
71686,1.26234e-098,0.763551,0.250853
71791,1.32018e-098,0.126019,0.250853
71896,1.38067e-098,0.354815,0.250853
72001,1.44393e-098,0.282321,0.250853
72107,1.51073e-098,0.536861,0.250853
72212,1.57995e-098,0.998618,0.250853
72318,1.65305e-098,0.537599,0.250853
72423,1.72879e-098,0.305974,0.250853
72528,1.808e-098,0.28545,0.250853
72633,1.89084e-098,0.904254,0.250853
72738,1.97747e-098,0.466652,0.250853
72843,2.06808e-098,0.281152,0.250853
72948,2.16283e-098,0.34809,0.250853
73053,2.26193e-098,0.353399,0.250853
73158,2.36557e-098,0.124021,0.250853
73263,2.47396e-098,0.714667,0.250853
73369,2.58842e-098,0.765422,0.250853
73474,2.70701e-098,0.262711,0.250853
73586,2.83951e-098,0.672856,0.250853
73691,2.96962e-098,0.840614,0.250853
73796,3.10568e-098,0.503328,0.250853
73901,3.24798e-098,0.759617,0.250853
74004,3.3939e-098,0.692962,0.250853
74109,3.5494e-098,0.771841,0.250853
74214,3.71203e-098,0.0760498,0.250853
74319,3.88211e-098,0.649513,0.250853
74424,4.05998e-098,0.7185,0.250853
74533,4.25326e-098,0.135824,0.250853
74639,4.45004e-098,0.903789,0.250853
74745,4.65592e-098,0.458817,0.250853
74850,4.86925e-098,0.422884,0.250853
74951,5.08366e-098,0.358849,0.250853
75056,5.31659e-098,0.686421,0.250853
75161,5.56019e-098,0.028923,0.250853
75274,5.83483e-098,0.591533,0.250853
75379,6.10218e-098,0.565711,0.250853
75484,6.38177e-098,0.163623,0.250853
75589,6.67418e-098,0.378504,0.250853
75694,6.97998e-098,0.305979,0.250853
75799,7.29979e-098,0.627092,0.250853
75900,7.6669e-098,0.152462,0.250853
76005,7.97044e-098,0.310903,0.250853
76111,8.33919e-098,0.569088,0.250853
76216,8.72128e-098,0.138769,0.250853
76321,9.12088e-098,0.815858,0.250853
76426,9.53878e-098,0.646229,0.250853
76531,9.97584e-098,0.592645,0.250853
76641,1.04552e-097,0.145994,0.250853
76746,1.09342e-097,0.335819,0.250853
76854,1.14499e-097,0.846749,0.250853
76959,1.19745e-097,0.645958,0.250853
77064,1.25232e-097,0.954767,0.250853
77169,1.30969e-097,0.712118,0.250853
77270,1.36737e-097,0.449854,0.250853
77375,1.43002e-097,0.241695,0.250853
77480,1.49554e-097,0.759613,0.250853
77585,1.56406e-097,0.191488,0.250853
77690,1.63573e-097,0.470442,0.250853
77795,1.71067e-097,0.83021,0.250853
77900,1.78905e-097,0.674134,0.250853
78005,1.87103e-097,0.545198,0.250853
78110,1.95675e-097,0.377849,0.250853
78215,2.04641e-097,0.596085,0.250853
78320,2.14017e-097,0.366069,0.250853
78426,2.23919e-097,0.995974,0.250853
78532,2.34279e-097,0.659776,0.250853
78637,2.45013e-097,0.0164003,0.250853
78742,2.56239e-097,0.768595,0.250853
78848,2.68094e-097,0.75347,0.250853
78953,2.80378e-097,0.799226,0.250853
79058,2.93224e-097,0.968592,0.250853
79163,3.06659e-097,0.266008,0.250853
79269,3.20847e-097,0.652731,0.250853
79374,3.35548e-097,0.647235,0.250853
79489,3.52423e-097,0.209488,0.250853
79590,3.70146e-097,0.854051,0.250853
79695,3.848e-097,0.111149,0.250853
79800,4.02431e-097,0.621704,0.250853
79903,4.20332e-097,0.139396,0.250853
80004,4.41282e-097,0.0181115,0.250853
80106,4.58557e-097,0.145315,0.250853
80207,4.81618e-097,0.825132,0.250853
80308,5.02826e-097,0.855933,0.250853
80409,5.24968e-097,0.55799,0.250853
80510,5.47851e-097,0.562409,0.250853
80611,5.71976e-097,0.871959,0.250853
80712,5.97163e-097,0.934225,0.250853
80813,6.2346e-097,0.187107,0.250853
80914,6.51192e-097,0.844813,0.250853
81015,6.79867e-097,0.0331519,0.250853
81116,7.09805e-097,0.459202,0.250853
81217,7.41062e-097,0.286761,0.250853
81318,7.73695e-097,0.716381,0.250853
81419,8.07765e-097,0.800249,0.250853
81520,8.42975e-097,0.741712,0.250853
81621,8.80096e-097,0.0296018,0.250853
81722,9.18459e-097,0.70721,0.250853
81823,9.59313e-097,0.559147,0.250853
81924,1.00198e-096,0.550327,0.250853
82025,1.04611e-096,0.639185,0.250853
82126,1.09217e-096,0.328344,0.250853
82227,1.14027e-096,0.986321,0.250853
82328,1.18997e-096,0.0750908,0.250853
82429,1.24237e-096,0.538772,0.250853
82530,1.29763e-096,0.902086,0.250853
82631,1.35478e-096,0.461338,0.250853
82732,1.41443e-096,0.124011,0.250853
82833,1.47672e-096,0.244139,0.250853
82934,1.54043e-096,0.960315,0.250853
83035,1.60964e-096,0.330577,0.250853
83136,1.68052e-096,0.472319,0.250853
83237,1.75377e-096,0.486601,0.250853
83338,1.83178e-096,0.735087,0.250853
83439,1.91244e-096,0.453576,0.250853
83540,1.99411e-096,0.303115,0.250853
83641,2.08458e-096,0.702301,0.250853
83742,2.17638e-096,0.190236,0.250853
83843,2.27125e-096,0.682955,0.250853
83944,2.37227e-096,0.783271,0.250853
84045,2.47674e-096,0.347945,0.250853
84146,2.5858e-096,0.747786,0.250853
84247,2.69967e-096,0.32607,0.250853
84348,2.81855e-096,0.882801,0.250853
84449,2.94266e-096,0.0927505,0.250853
84550,3.07225e-096,0.512979,0.250853
84651,3.20753e-096,0.215844,0.250853
84752,3.34878e-096,0.841435,0.250853
84853,3.49624e-096,0.509304,0.250853
84954,3.6502e-096,0.76733,0.250853
85055,3.81094e-096,0.581979,0.250853
85156,3.97875e-096,0.262633,0.250853
85257,4.15396e-096,0.851109,0.250853
85358,4.33688e-096,0.688777,0.250853
85459,4.52786e-096,0.0214881,0.250853
85560,4.72724e-096,0.848754,0.250853
85661,4.93541e-096,0.401614,0.250853
85762,5.15274e-096,0.250904,0.250853
85863,5.37964e-096,0.631661,0.250853
85964,5.61654e-096,0.198815,0.250853
86065,5.86386e-096,0.531527,0.250853
86166,6.12208e-096,0.407995,0.250853
86267,6.39167e-096,0.0433885,0.250853
86368,6.67313e-096,0.0483775,0.250853
86469,6.96698e-096,0.734219,0.250853
86570,7.27067e-096,0.944851,0.250853
86671,7.5876e-096,0.347173,0.250853
86772,7.92172e-096,0.39563,0.250853
86873,8.27762e-096,0.424638,0.250853
86974,8.64213e-096,0.675436,0.250853
87075,9.02269e-096,0.579264,0.250853
87176,9.41599e-096,0.0550247,0.250853
87277,9.83482e-096,0.063505,0.250853
87378,1.02679e-095,0.998962,0.250853
87479,1.07155e-095,0.448324,0.250853
87580,1.11921e-095,0.127984,0.250853
87681,1.1685e-095,0.819154,0.250853
87782,1.21995e-095,0.991385,0.250853
87883,1.27367e-095,0.12679,0.250853
87984,1.32976e-095,0.789742,0.250853
88089,1.3824e-095,0.716225,0.250853
88194,1.44574e-095,0.208882,0.250853
88299,1.51199e-095,0.303286,0.250853
88406,1.58261e-095,0.530428,0.250853
88512,1.65583e-095,0.983466,0.250853
88617,1.7317e-095,0.696911,0.250853
88722,1.81104e-095,0.75306,0.250853
88827,1.89402e-095,0.116394,0.250853
88933,1.98165e-095,0.992965,0.250853
89039,2.07333e-095,0.0302522,0.250853
89145,2.16926e-095,0.989807,0.250853
89250,2.26865e-095,0.970352,0.250853
89355,2.37259e-095,0.854673,0.250853
89460,2.4813e-095,0.950365,0.250853
89565,2.59499e-095,0.0288461,0.250853
89670,2.71389e-095,0.135011,0.250853
89775,2.83824e-095,0.51161,0.250853
89880,2.96828e-095,0.619981,0.250853
89981,3.11756e-095,0.540912,0.250853
90086,3.24098e-095,0.0665172,0.250853
90191,3.38948e-095,0.485158,0.250853
90296,3.54478e-095,0.365902,0.250853
90397,3.70088e-095,0.736607,0.250853
90498,3.887e-095,0.404557,0.250853
90611,4.0547e-095,0.789876,0.250853
90716,4.24048e-095,0.659508,0.250853
90821,4.43478e-095,0.72208,0.250853
90934,4.65383e-095,0.189525,0.250853
91035,4.85876e-095,0.345485,0.250853
91141,5.08355e-095,0.108131,0.250853
91246,5.31648e-095,0.666984,0.250853
91353,5.56482e-095,0.955015,0.250853
91458,5.81979e-095,0.273322,0.250853
91564,6.08904e-095,0.645942,0.250853
91675,6.38436e-095,0.85893,0.250853
91780,6.67688e-095,0.970215,0.250853
91885,6.9828e-095,0.193127,0.250853
91990,7.30275e-095,0.860597,0.250853
92095,7.63735e-095,0.0120733,0.250853
92196,8.02143e-095,0.17959,0.250853
92301,8.339e-095,0.287553,0.250853
92413,8.74717e-095,0.488939,0.250853
92518,9.14796e-095,0.903915,0.250853
92619,9.55079e-095,0.107717,0.250853
92732,1.00225e-094,0.655322,0.250853
92837,1.04818e-094,0.55311,0.250853
92938,1.09901e-094,0.0275817,0.250853
93048,1.14692e-094,0.621467,0.250853
93154,1.19998e-094,0.266153,0.250853
93259,1.25496e-094,0.0751905,0.250853
93364,1.31246e-094,0.660163,0.250853
93467,1.37143e-094,0.511362,0.250853
93572,1.43426e-094,0.872377,0.250853
93675,1.4987e-094,0.229282,0.250853
93780,1.56737e-094,0.432326,0.250853
93884,1.63849e-094,0.608343,0.250853
93989,1.71356e-094,0.638734,0.250853
94094,1.79207e-094,0.52401,0.250853
94199,1.87418e-094,0.944936,0.250853
94304,1.96005e-094,0.671592,0.250853
94409,2.04986e-094,0.769096,0.250853
94514,2.14378e-094,0.110472,0.250853
94619,2.24201e-094,0.312357,0.250853
94724,2.34473e-094,0.150039,0.250853
94830,2.45321e-094,0.954745,0.250853
94935,2.56562e-094,0.192613,0.250853
95041,2.68431e-094,0.836592,0.250853
95146,2.80731e-094,0.646665,0.250853
95251,2.93593e-094,0.796688,0.250853
95356,3.07045e-094,0.265207,0.250853
95457,3.22487e-094,0.505653,0.250853
95562,3.35254e-094,0.118694,0.250853
95670,3.51064e-094,0.0263479,0.250853
95775,3.67149e-094,0.730462,0.250853
95880,3.83972e-094,0.520255,0.250853
95986,4.01736e-094,0.701462,0.250853
96091,4.20143e-094,0.353933,0.250853
96196,4.39394e-094,0.591672,0.250853
96308,4.60901e-094,0.14157,0.250853
96413,4.82018e-094,0.0805796,0.250853
96518,5.04104e-094,0.605096,0.250853
96623,5.27201e-094,0.397552,0.250853
96728,5.51357e-094,0.105192,0.250853
96833,5.76619e-094,0.928714,0.250853
96941,6.03812e-094,0.5083,0.250853
97046,6.31477e-094,0.548526,0.250853
97151,6.60411e-094,0.173759,0.250853
97256,6.9067e-094,0.688535,0.250853
97361,7.22316e-094,0.438519,0.250853
97466,7.55411e-094,0.175091,0.250853
97571,7.90023e-094,0.87487,0.250853
97679,8.27279e-094,0.845328,0.250853
97784,8.65184e-094,0.856347,0.250853
97889,9.04826e-094,0.342206,0.250853
97994,9.46284e-094,0.848138,0.250853
98100,9.90063e-094,0.297417,0.250853
98205,1.03543e-093,0.318345,0.250853
98310,1.08287e-093,0.970217,0.250853
98415,1.13248e-093,0.830292,0.250853
98522,1.18538e-093,0.972904,0.250853
98627,1.2397e-093,0.157492,0.250853
98732,1.2965e-093,0.764938,0.250853
98837,1.3559e-093,0.397847,0.250853
98942,1.41803e-093,0.594564,0.250853
99047,1.483e-093,0.763591,0.250853
99152,1.55095e-093,0.152263,0.250853
99257,1.62201e-093,0.54402,0.250853
99370,1.70213e-093,0.868738,0.250853
99475,1.78012e-093,0.628978,0.250853
99580,1.86168e-093,0.104348,0.250853
99687,1.94864e-093,0.894071,0.250853
99792,2.03793e-093,0.673634,0.250853
99897,2.1313e-093,0.383368,0.250853
100002,2.22896e-093,0.385766,0.250853
100107,2.33108e-093,0.220595,0.250853
100212,2.43789e-093,0.872803,0.250853
100317,2.54959e-093,0.718752,0.250853
100422,2.66641e-093,0.862569,0.250853
100527,2.78858e-093,0.262702,0.250853
100632,2.91635e-093,0.0532939,0.250853
100734,3.04607e-093,0.551274,0.250853
100839,3.18564e-093,0.202886,0.250853
100944,3.3316e-093,0.235386,0.250853
101049,3.48425e-093,0.221896,0.250853
101155,3.64545e-093,0.888334,0.250853
101260,3.81248e-093,0.654699,0.250853
101362,3.98206e-093,0.259254,0.250853
101467,4.16452e-093,0.53,0.250853
101572,4.35533e-093,0.995195,0.250853
101677,4.55489e-093,0.630363,0.250853
101782,4.76358e-093,0.118577,0.250853
101883,5.00315e-093,0.958951,0.250853
101988,5.20122e-093,0.920507,0.250853
102093,5.43954e-093,0.591889,0.250853
102198,5.68877e-093,0.485424,0.250853
102309,5.96467e-093,0.000149423,0.250853
102414,6.23796e-093,0.298531,0.250853
102519,6.52378e-093,0.0713932,0.250853
102624,6.82269e-093,0.576221,0.250853
102730,7.13834e-093,0.829874,0.250853
102835,7.46541e-093,0.841562,0.250853
102941,7.8108e-093,0.526425,0.250853
103051,8.18612e-093,0.562528,0.250853
103155,8.55755e-093,0.942747,0.250853
103268,8.98024e-093,0.71969,0.250853
103374,9.39571e-093,0.208051,0.250853
103479,9.82621e-093,0.88299,0.250853
103580,1.0316e-092,0.448037,0.250853
103685,1.0729e-092,0.293026,0.250853
103790,1.12206e-092,0.192155,0.250853
103895,1.17347e-092,0.0467575,0.250853
104001,1.22776e-092,0.64912,0.250853
104106,1.28401e-092,0.650288,0.250853
104207,1.34858e-092,0.331669,0.250853
104308,1.40797e-092,0.542934,0.250853
104409,1.46997e-092,0.576756,0.250853
104514,1.52817e-092,0.120466,0.250853
104615,1.60502e-092,0.28147,0.250853
104720,1.66856e-092,0.706483,0.250853
104821,1.75247e-092,0.043806,0.250853
104922,1.82964e-092,0.0949779,0.250853
105023,1.90858e-092,0.812427,0.250853
105124,1.99433e-092,0.8125,0.250853
105225,2.08215e-092,0.0464878,0.250853
105326,2.17384e-092,0.890164,0.250853
105427,2.26957e-092,0.684494,0.250853
105528,2.36951e-092,0.881852,0.250853
105629,2.47385e-092,0.619246,0.250853
105730,2.58168e-092,0.964619,0.250853
105831,2.69652e-092,0.759557,0.250853
105932,2.81406e-092,0.615495,0.250853
106033,2.93798e-092,0.422715,0.250853
106134,3.06866e-092,0.692996,0.250853
106235,3.20379e-092,0.105394,0.250853
106336,3.34487e-092,0.112192,0.250853
106437,3.49217e-092,0.967458,0.250853
106538,3.64283e-092,0.0984123,0.250853
106639,3.80649e-092,0.0122882,0.250853
106740,3.97411e-092,0.687671,0.250853
106841,4.14558e-092,0.758018,0.250853
106942,4.32813e-092,0.56731,0.250853
107050,4.49181e-092,0.335391,0.250853
107151,4.73383e-092,0.170545,0.250853
107252,4.9444e-092,0.739008,0.250853
107353,5.16213e-092,0.115635,0.250853
107466,5.38485e-092,0.14335,0.250853
107567,5.65565e-092,0.590585,0.250853
107669,5.9047e-092,0.0717177,0.250853
107770,6.16735e-092,0.154426,0.250853
107871,6.43893e-092,0.868549,0.250853
107972,6.72247e-092,0.378809,0.250853
108073,7.0155e-092,0.161307,0.250853
108174,7.32443e-092,0.277958,0.250853
108275,7.64696e-092,0.470197,0.250853
108376,7.98711e-092,0.73715,0.250853
108477,8.33882e-092,0.148834,0.250853
108578,8.70231e-092,0.146008,0.250853
108679,9.0894e-092,0.213635,0.250853
108780,9.4856e-092,0.0208103,0.250853
108881,9.90753e-092,0.70106,0.250853
108982,1.03438e-091,0.124767,0.250853
109083,1.07993e-091,0.452368,0.250853
109184,1.12749e-091,0.522266,0.250853
109285,1.17613e-091,0.63859,0.250853
109386,1.22897e-091,0.92314,0.250853
109487,1.28309e-091,0.217712,0.250853
109588,1.33959e-091,0.928376,0.250853
109689,1.39798e-091,0.409883,0.250853
109790,1.46017e-091,0.524663,0.250853
109891,1.52446e-091,0.597512,0.250853
109992,1.59092e-091,0.793084,0.250853
110093,1.66097e-091,0.678582,0.250853
110194,1.73337e-091,0.316526,0.250853
110295,1.81125e-091,0.463007,0.250853
110396,1.89101e-091,0.94288,0.250853
110497,1.97428e-091,0.466902,0.250853
110598,2.06122e-091,0.812206,0.250853
110699,2.15198e-091,0.33175,0.250853
110800,2.24579e-091,0.584256,0.250853
110901,2.34568e-091,0.357531,0.250853
111002,2.44898e-091,0.34231,0.250853
111103,2.55573e-091,0.880928,0.250853
111204,2.66941e-091,0.169292,0.250853
111305,2.78577e-091,0.503657,0.250853
111406,2.9072e-091,0.326854,0.250853
111507,3.03781e-091,0.100718,0.250853
111608,3.17158e-091,0.474749,0.250853
111709,3.30983e-091,0.0435951,0.250853
111810,3.45705e-091,0.0603898,0.250853
111911,3.60929e-091,0.926723,0.250853
112012,3.76501e-091,0.980376,0.250853
112113,3.93416e-091,0.458131,0.250853
112214,4.1074e-091,0.296251,0.250853
112315,4.28644e-091,0.544898,0.250853
112416,4.47711e-091,0.652499,0.250853
112517,4.67226e-091,0.424882,0.250853
112618,4.88009e-091,0.64855,0.250853
112719,5.09499e-091,0.381983,0.250853
112820,5.31708e-091,0.40202,0.250853
112921,5.55121e-091,0.449804,0.250853
113022,5.79814e-091,0.632368,0.250853
113123,6.05346e-091,0.109018,0.250853
113224,6.32003e-091,0.939856,0.250853
113325,6.58708e-091,0.591168,0.250853
113426,6.88595e-091,0.820346,0.250853
113527,7.18918e-091,0.667975,0.250853
113628,7.50576e-091,0.36094,0.250853
113729,7.83627e-091,0.416281,0.250853
113830,8.18484e-091,0.224379,0.250853
113931,8.54526e-091,0.418252,0.250853
114032,8.92155e-091,0.654812,0.250853
114133,9.31442e-091,0.480439,0.250853
114234,9.72043e-091,0.971045,0.250853
114335,1.01528e-090,0.946345,0.250853
114436,1.05999e-090,0.0275226,0.250853
114537,1.10667e-090,0.112378,0.250853
114638,1.1554e-090,0.255216,0.250853
114739,1.20628e-090,0.278663,0.250853
114840,1.25778e-090,0.918341,0.250853
114941,1.31429e-090,0.466357,0.250853
115042,1.37275e-090,0.685456,0.250853
115143,1.4332e-090,0.0442393,0.250853
115244,1.49568e-090,0.133282,0.250853
115345,1.56221e-090,0.487231,0.250853
115446,1.631e-090,0.126504,0.250853
115547,1.70282e-090,0.176319,0.250853
115648,1.77704e-090,0.261819,0.250853
115749,1.85609e-090,0.919087,0.250853
115850,1.93782e-090,0.365829,0.250853
115951,2.02316e-090,0.00093845,0.250853
116052,2.11225e-090,0.48666,0.250853
116153,2.20526e-090,0.625391,0.250853
116254,2.30139e-090,0.795073,0.250853
116355,2.40375e-090,0.358516,0.250853
116456,2.50639e-090,0.423513,0.250853
116557,2.62012e-090,0.671541,0.250853
116658,2.73549e-090,0.347029,0.250853
116759,2.85595e-090,0.717471,0.250853
116860,2.98171e-090,0.626354,0.250853
116961,3.11301e-090,0.362859,0.250853
117062,3.2501e-090,0.793266,0.250853
117163,3.39177e-090,0.497285,0.250853
117264,3.54264e-090,0.968609,0.250853
117365,3.69864e-090,0.732798,0.250853
117466,3.86151e-090,0.564284,0.250853
117567,4.03155e-090,0.964411,0.250853
117668,4.2037e-090,0.239399,0.250853
117769,4.39443e-090,0.697192,0.250853
117870,4.58794e-090,0.473348,0.250853
117971,4.78997e-090,0.327073,0.250853
118072,5.0009e-090,0.271857,0.250853
118173,5.22112e-090,0.187263,0.250853
118274,5.45103e-090,0.241595,0.250853
118396,5.68864e-090,0.245883,0.250853
118521,5.96199e-090,0.0745723,0.250853
118622,6.32358e-090,0.0221235,0.250853
118764,6.56832e-090,0.149573,0.250853
118865,7.0144e-090,0.00508571,0.250853
118966,7.31703e-090,0.502361,0.250853
119067,7.64576e-090,0.527223,0.250853
119168,7.98245e-090,0.896611,0.250853
119271,8.3304e-090,0.0252065,0.250853
119372,8.70837e-090,0.503048,0.250853
119473,9.09185e-090,0.517941,0.250853
119574,9.48412e-090,0.148386,0.250853
119675,9.90598e-090,0.332248,0.250853
119776,1.03422e-089,0.983336,0.250853
119877,1.08022e-089,0.57581,0.250853
119978,1.12779e-089,0.677463,0.250853
120079,1.17745e-089,0.846621,0.250853
120180,1.2293e-089,0.628084,0.250853
120281,1.28343e-089,0.190724,0.250853
120382,1.33938e-089,0.320461,0.250853
120483,1.39896e-089,0.00891237,0.250853
120584,1.46056e-089,0.734835,0.250853
120685,1.52488e-089,0.466387,0.250853
120800,1.59202e-089,0.976883,0.250853
120905,1.66497e-089,0.190454,0.250853
121013,1.74349e-089,0.2528,0.250853
121118,1.82337e-089,0.311816,0.250853
121223,1.90691e-089,0.0209392,0.250853
121331,1.99684e-089,0.61751,0.250853
121432,2.09637e-089,0.359335,0.250853
121543,2.18588e-089,0.0759351,0.250853
121648,2.28604e-089,0.741512,0.250853
121754,2.3918e-089,0.283441,0.250853
121861,2.50353e-089,0.554715,0.250853
121973,2.62607e-089,0.687045,0.250853
122078,2.74639e-089,0.802865,0.250853
122183,2.87222e-089,0.35979,0.250853
122288,3.00383e-089,0.297276,0.250853
122393,3.14146e-089,0.613366,0.250853
122498,3.28539e-089,0.157566,0.250853
122599,3.45062e-089,0.537093,0.250853
122700,3.60257e-089,0.133958,0.250853
122801,3.76121e-089,0.514617,0.250853
122902,3.92683e-089,0.443747,0.250853
123003,4.098e-089,0.109158,0.250853
123104,4.28029e-089,0.987319,0.250853
123205,4.46877e-089,0.455308,0.250853
123306,4.66555e-089,0.0668065,0.250853
123407,4.871e-089,0.43289,0.250853
123508,5.0855e-089,0.736389,0.250853
123609,5.30718e-089,0.857962,0.250853
123714,5.51964e-089,0.53426,0.250853
123824,5.78487e-089,0.735116,0.250853
123929,6.04993e-089,0.259579,0.250853
124034,6.32713e-089,0.0934164,0.250853
124149,6.64532e-089,0.987288,0.250853
124254,6.9498e-089,0.617239,0.250853
124359,7.26823e-089,0.42198,0.250853
124468,7.61424e-089,0.844567,0.250853
124573,7.96311e-089,0.923951,0.250853
124678,8.32797e-089,0.996216,0.250853
124783,8.70955e-089,0.126214,0.250853
124888,9.10861e-089,0.158644,0.250853
124994,9.53002e-089,0.622847,0.250853
125108,1.0005e-088,0.747924,0.250853
125213,1.04634e-088,0.38549,0.250853
125318,1.09429e-088,0.412669,0.250853
125423,1.14442e-088,0.269321,0.250853
125528,1.19686e-088,0.0598568,0.250853
125633,1.2517e-088,0.144785,0.250853
125738,1.30905e-088,0.719024,0.250853
125843,1.36903e-088,0.553703,0.250853
125948,1.43176e-088,0.366882,0.250853
126054,1.498e-088,0.706121,0.250853
126160,1.5673e-088,0.596417,0.250853
126265,1.63911e-088,0.88112,0.250853
126378,1.72008e-088,0.975285,0.250853
126484,1.79965e-088,0.433468,0.250853
